USPS|GEOID|GEOIDFQ|ANSICODE|NAME|LSAD|FUNCSTAT|ALAND|AWATER|ALAND_SQMI|AWATER_SQMI|INTPTLAT|INTPTLONG
MO|2937574|1600000US2937574|02395481|Jonesburg city|25|A|5198073|13615|2.007|0.005|38.856376|-91.303157
MO|2937592|1600000US2937592|02395482|Joplin city|25|A|98627453|327700|38.08|0.127|37.075218|-94.501259
MO|2937700|1600000US2937700|02398311|Josephville village|47|A|7419898|0|2.865|0.|38.830523|-90.788292
MO|2937736|1600000US2937736|02398317|Junction City village|47|A|927718|5580|0.358|0.002|37.573962|-90.293249
MO|2937790|1600000US2937790|02395484|Kahoka city|25|A|4115405|78511|1.589|0.03|40.42362|-91.718706
MO|2938000|1600000US2938000|02395492|Kansas City city|25|A|814591280|10547075|314.515|4.072|39.125155|-94.550313
MO|2938072|1600000US2938072|02395496|Kearney city|25|A|34535398|20714|13.334|0.008|39.355111|-94.35858
MO|2938216|1600000US2938216|02398334|Kelso village|47|A|811990|0|0.314|0.|37.192191|-89.550433
MO|2938306|1600000US2938306|02395508|Kennett city|25|A|18135007|8979|7.002|0.003|36.240223|-90.047221
MO|2938468|1600000US2938468|02395525|Keytesville city|25|A|2014152|27947|0.778|0.011|39.43135|-92.937835
MO|2938522|1600000US2938522|02395526|Kidder city|25|A|1042058|518|0.402|0.|39.781977|-94.102471
MO|2938612|1600000US2938612|02395532|Kimberling City city|25|A|9076885|924129|3.505|0.357|36.648016|-93.424196
MO|2938684|1600000US2938684|02395533|Kimmswick city|25|A|592875|4405|0.229|0.002|38.365752|-90.364327
MO|2938774|1600000US2938774|02395536|King City city|25|A|3579006|0|1.382|0.|40.050567|-94.525167
MO|2938792|1600000US2938792|02398350|Kingdom City village|47|A|5024935|57816|1.94|0.022|38.947306|-91.935419
MO|2938846|1600000US2938846|02395539|Kingston city|25|A|1344298|6132|0.519|0.002|39.642576|-94.038388
MO|2938918|1600000US2938918|02395540|Kingsville city|25|A|800906|644|0.309|0.|38.74361|-94.07076
MO|2938972|1600000US2938972|02395541|Kinloch city|25|A|1882397|0|0.727|0.|38.738399|-90.324955
MO|2939008|1600000US2939008|02398359|Kirbyville village|47|A|3633773|0|1.403|0.|36.629409|-93.156778
MO|2939026|1600000US2939026|02395547|Kirksville city|25|A|37259497|95825|14.386|0.037|40.198171|-92.574562
MO|2939044|1600000US2939044|02395549|Kirkwood city|25|A|23782252|61880|9.182|0.024|38.579356|-90.420881
MO|2939080|1600000US2939080|02587084|Kissee Mills CDP|57|S|22782582|1402103|8.796|0.541|36.667025|-93.052352
MO|2939170|1600000US2939170|02806425|Knob Lick CDP|57|S|2574591|0|0.994|0.|37.678464|-90.36787
MO|2939188|1600000US2939188|02395555|Knob Noster city|25|A|7462221|64344|2.881|0.025|38.767381|-93.560575
MO|2939278|1600000US2939278|02395557|Knox City city|25|A|545920|0|0.211|0.|40.14416|-92.010197
MO|2939440|1600000US2939440|02396696|Koshkonong town|43|A|464292|0|0.179|0.|36.597444|-91.645953
MO|2939503|1600000US2939503|02583783|LaBarque Creek CDP|57|S|45486449|182698|17.562|0.071|38.417006|-90.679886
MO|2939512|1600000US2939512|02395561|La Belle city|25|A|1760435|7531|0.68|0.003|40.116186|-91.91534
MO|2939566|1600000US2939566|02395577|Laclede city|25|A|3235057|44003|1.249|0.017|39.787354|-93.16972
MO|2939602|1600000US2939602|02395580|Laddonia city|25|A|1825771|3228|0.705|0.001|39.242798|-91.642566
MO|2939638|1600000US2939638|02398363|La Due village|47|I|202501|0|0.078|0.|38.312561|-93.877689
MO|2939656|1600000US2939656|02395582|Ladue city|25|A|22169955|18968|8.56|0.007|38.636434|-90.385114
MO|2939764|1600000US2939764|02395565|La Grange city|25|A|4030566|780539|1.556|0.301|40.046851|-91.50229
MO|2939845|1600000US2939845|02395585|Lake Annette city|25|A|403042|167217|0.156|0.065|38.653716|-94.505837
MO|2939852|1600000US2939852|02806395|Lake Arrowhead CDP|57|S|3326538|459261|1.284|0.177|39.484057|-94.317205
MO|2939952|1600000US2939952|02395592|Lake Lafayette city|25|A|1665881|310979|0.643|0.12|38.949161|-93.968073
MO|2939980|1600000US2939980|02395594|Lake Lotawana city|25|A|26733384|2546609|10.322|0.983|38.90377|-94.258369
MO|2940034|1600000US2940034|02395596|Lake Ozark city|25|A|18668195|1899147|7.208|0.733|38.200866|-92.630046
MO|2940039|1600000US2940039|02806400|Lake St. Clair CDP|57|S|1874556|297137|0.724|0.115|38.32295|-90.999201
MO|2940043|1600000US2940043|02395600|Lake St. Louis city|25|A|22185741|2103295|8.566|0.812|38.77989|-90.785586
MO|2940088|1600000US2940088|02395611|Lakeshire city|25|A|580140|0|0.224|0.|38.539942|-90.338363
MO|2940142|1600000US2940142|02395613|Lakeside city|25|I|894242|760092|0.345|0.293|38.204078|-92.621357
MO|2940196|1600000US2940196|02395603|Lake Tapawingo city|25|A|829099|336721|0.32|0.13|39.022379|-94.31389
MO|2940214|1600000US2940214|02585135|Lake Tekakwitha village|47|A|517613|54692|0.2|0.021|38.441206|-90.718106
MO|2940222|1600000US2940222|02806427|Lake Timberline CDP|57|S|6159555|489449|2.378|0.189|37.997365|-90.54985
MO|2940304|1600000US2940304|02587085|Lake Viking CDP|57|S|20401450|2258835|7.877|0.872|39.932209|-94.066677
MO|2940322|1600000US2940322|02395605|Lake Waukomis city|25|A|752572|320354|0.291|0.124|39.232716|-94.637818
MO|2940340|1600000US2940340|02395607|Lake Winnebago city|25|A|6007938|1074708|2.32|0.415|38.821281|-94.361447
MO|2940376|1600000US2940376|02395617|Lamar city|25|A|13506501|810576|5.215|0.313|37.493918|-94.278428
MO|2940430|1600000US2940430|02395618|Lamar Heights city|25|A|2027543|50958|0.783|0.02|37.494409|-94.293375
MO|2940448|1600000US2940448|02398393|Lambert village|47|I|133048|0|0.051|0.|37.093757|-89.554791
MO|2940520|1600000US2940520|02395567|La Monte city|25|A|2810049|30867|1.085|0.012|38.771682|-93.423907
MO|2940592|1600000US2940592|02396706|Lanagan town|43|A|2433739|0|0.94|0.|36.606136|-94.451708
MO|2940610|1600000US2940610|02395624|Lancaster city|25|A|3849934|12110|1.486|0.005|40.526323|-92.531732
MO|2940682|1600000US2940682|02395569|La Plata city|25|A|4114184|15869|1.588|0.006|40.023952|-92.490779
MO|2940736|1600000US2940736|02395634|Laredo city|25|A|712653|0|0.275|0.|40.026072|-93.448005
MO|2940790|1600000US2940790|02395573|La Russell city|25|A|866786|0|0.335|0.|37.140226|-94.060942
MO|2940808|1600000US2940808|02804686|Latham CDP|57|S|998734|1958|0.386|0.001|38.559352|-92.678913
MO|2940826|1600000US2940826|02395639|Lathrop city|25|A|10860846|0|4.193|0.|39.561848|-94.319853
MO|2940880|1600000US2940880|02587086|La Tour CDP|57|S|283662|934|0.11|0.|38.635643|-94.100549
MO|2940916|1600000US2940916|02398400|Laurie city|25|A|14241078|0|5.499|0.|38.207984|-92.825358
MO|2940988|1600000US2940988|02395650|Lawson city|25|A|7673935|235144|2.963|0.091|39.432965|-94.220311
MO|2941024|1600000US2941024|02395660|Leadington city|25|A|2362609|0|0.912|0.|37.834306|-90.480686
MO|2941078|1600000US2941078|02395661|Leadwood city|25|A|2995962|0|1.157|0.|37.861742|-90.589155
MO|2941114|1600000US2941114|02398407|Leasburg village|47|A|1119964|0|0.432|0.|38.094846|-91.295322
MO|2941132|1600000US2941132|02398408|Leawood village|47|A|3194741|25968|1.233|0.01|37.031143|-94.501891
MO|2941168|1600000US2941168|02395664|Lebanon city|25|A|37924893|205237|14.643|0.079|37.672131|-92.65967
MO|2941348|1600000US2941348|02395669|Lee's Summit city|25|A|165484267|5221353|63.894|2.016|38.921601|-94.384763
MO|2941402|1600000US2941402|02395670|Leeton city|25|A|1337060|0|0.516|0.|38.583343|-93.695305
MO|2941417|1600000US2941417|02587087|Leisure Lake CDP|57|S|3602720|188138|1.391|0.073|40.109834|-93.723479
MO|2941438|1600000US2941438|02393097|Lemay CDP|57|S|10589652|560341|4.089|0.216|38.533539|-90.285047
MO|2941546|1600000US2941546|02398422|Leonard village|47|A|833813|0|0.322|0.|39.894409|-92.181961
MO|2941690|1600000US2941690|02398426|Leslie village|47|A|472769|0|0.183|0.|38.417731|-91.230783
MO|2941762|1600000US2941762|02395689|Levasy city|25|A|1559634|0|0.602|0.|39.135222|-94.128124
MO|2941834|1600000US2941834|02396714|Lewis and Clark Village town|43|A|1584520|230544|0.612|0.089|39.535932|-95.051461
MO|2941852|1600000US2941852|02396715|Lewistown town|43|A|1297082|0|0.501|0.|40.084811|-91.81339
MO|2941870|1600000US2941870|02395697|Lexington city|25|A|13541527|591259|5.228|0.228|39.180313|-93.869051
MO|2941906|1600000US2941906|02395699|Liberal city|25|A|2184801|17963|0.844|0.007|37.559004|-94.51717
MO|2942032|1600000US2942032|02395700|Liberty city|25|A|76832442|303820|29.665|0.117|39.24127|-94.419445
MO|2942464|1600000US2942464|02395703|Licking city|25|A|5518872|28936|2.131|0.011|37.500455|-91.861146
MO|2942536|1600000US2942536|02395707|Lilbourn city|25|A|2449365|0|0.946|0.|36.590763|-89.613064
MO|2942608|1600000US2942608|02395712|Lincoln city|25|A|2458683|86875|0.949|0.034|38.394141|-93.33073
MO|2943238|1600000US2943238|02395719|Linn city|25|A|3020059|0|1.166|0.|38.478798|-91.844989
MO|2943274|1600000US2943274|02395721|Linn Creek city|25|A|3361046|801|1.298|0.|38.042934|-92.713973
MO|2943292|1600000US2943292|02395724|Linneus city|25|A|2760082|21645|1.066|0.008|39.877495|-93.186594
MO|2943346|1600000US2943346|02787908|Lithium CDP|57|S|1993740|19148|0.77|0.007|37.831844|-89.88325
MO|2943454|1600000US2943454|02398458|Livonia village|47|A|689184|0|0.266|0.|40.492034|-92.700484
MO|2943468|1600000US2943468|02375515|Loch Lloyd village|47|A|4508146|403666|1.741|0.156|38.828234|-94.597319
MO|2943472|1600000US2943472|02398461|Lock Springs village|47|A|320359|0|0.124|0.|39.848805|-93.776157
MO|2943490|1600000US2943490|02395742|Lockwood city|25|A|2515374|40408|0.971|0.016|37.387009|-93.95994
MO|2943652|1600000US2943652|02395747|Lohman city|25|A|943569|0|0.364|0.|38.542936|-92.364544
MO|2943672|1600000US2943672|02396722|Loma Linda town|43|A|9211181|20522|3.556|0.008|36.98793|-94.590207
MO|2943760|1600000US2943760|02395750|Lone Jack city|25|A|15342430|0|5.924|0.|38.870904|-94.185586
MO|2943940|1600000US2943940|02396724|Longtown town|43|A|323299|0|0.125|0.|37.670308|-89.774141
MO|2944156|1600000US2944156|02399191|Louisburg village|47|A|1203930|0|0.465|0.|37.756418|-93.141047
MO|2944174|1600000US2944174|02395770|Louisiana city|25|A|8117068|747691|3.134|0.289|39.441456|-91.062033
MO|2944282|1600000US2944282|02395779|Lowry City city|25|A|2656727|42745|1.026|0.017|38.140018|-93.726769
MO|2944372|1600000US2944372|02399198|Lucerne village|47|A|647459|1250|0.25|0.|40.463699|-93.291714
MO|2944390|1600000US2944390|02396727|Ludlow town|43|A|406063|0|0.157|0.|39.65427|-93.70259
MO|2944498|1600000US2944498|02396728|Lupus town|43|A|478677|0|0.185|0.|38.84597|-92.454006
MO|2944516|1600000US2944516|02399202|Luray village|47|A|522569|0|0.202|0.|40.45234|-91.884117
MO|2944768|1600000US2944768|02396743|McBaine town|43|A|495889|18294|0.191|0.007|38.88285|-92.456488
MO|2944829|1600000US2944829|02399291|McCord Bend village|47|A|759244|80716|0.293|0.031|36.787442|-93.503061
MO|2945020|1600000US2945020|02395065|McFall city|25|A|796344|0|0.307|0.|40.111584|-94.222302
MO|2945200|1600000US2945200|02396745|McKittrick town|43|A|1263879|540|0.488|0.|38.739887|-91.445207
MO|2945218|1600000US2945218|02747208|Macks Creek CDP|57|S|4999451|12467|1.93|0.005|37.963477|-92.96691
MO|2945326|1600000US2945326|02395803|Macon city|25|A|15700399|786906|6.062|0.304|39.74223|-92.470551
MO|2945470|1600000US2945470|02395808|Madison city|25|A|1159505|394|0.448|0.|39.475454|-92.213848
MO|2945596|1600000US2945596|02395819|Maitland city|25|A|809214|0|0.312|0.|40.2021|-95.077912
MO|2945614|1600000US2945614|02395822|Malden city|25|A|21550514|529|8.321|0.|36.601|-89.997512
MO|2945632|1600000US2945632|02396734|Malta Bend town|43|A|654434|0|0.253|0.|39.193986|-93.3635
MO|2945668|1600000US2945668|02395827|Manchester city|25|A|13059230|0|5.042|0.|38.583044|-90.506457
MO|2945740|1600000US2945740|02395834|Mansfield city|25|A|4846542|40753|1.871|0.016|37.109843|-92.580955
MO|2945830|1600000US2945830|02395847|Maplewood city|25|A|4057076|0|1.566|0.|38.61213|-90.323951
MO|2945848|1600000US2945848|02395000|Marble Hill city|25|A|4284928|12646|1.654|0.005|37.302477|-89.981792
MO|2945866|1600000US2945866|02395002|Marceline city|25|A|8497709|97999|3.281|0.038|39.717518|-92.947351
MO|2946172|1600000US2946172|02395012|Marionville city|25|A|4623893|3105|1.785|0.001|37.002203|-93.6356
MO|2946208|1600000US2946208|02399260|Marlborough village|47|A|588189|0|0.227|0.|38.568301|-90.339241
MO|2946244|1600000US2946244|02395016|Marquand city|25|A|617013|5710|0.238|0.002|37.428786|-90.167432
MO|2946316|1600000US2946316|02395023|Marshall city|25|A|26215782|193235|10.122|0.075|39.115093|-93.202469
MO|2946388|1600000US2946388|02395025|Marshfield city|25|A|14298419|32042|5.521|0.012|37.342202|-92.911043
MO|2946406|1600000US2946406|02395026|Marston city|25|A|2860983|2808|1.105|0.001|36.517177|-89.605831
MO|2946424|1600000US2946424|02395029|Marthasville city|25|A|2212015|11114|0.854|0.004|38.630916|-91.05805
MO|2946460|1600000US2946460|02396739|Martinsburg town|43|A|707405|0|0.273|0.|39.100999|-91.647272
MO|2946586|1600000US2946586|02395034|Maryland Heights city|25|A|56671120|4469592|21.881|1.726|38.716774|-90.471843
MO|2946640|1600000US2946640|02395037|Maryville city|25|A|16831637|81971|6.499|0.032|40.342515|-94.870048
MO|2946730|1600000US2946730|02395045|Matthews city|25|A|5082805|903|1.962|0.|36.7568|-89.567477
MO|2946946|1600000US2946946|02395055|Maysville city|25|A|2967159|12830|1.146|0.005|39.885628|-94.368991
MO|2946964|1600000US2946964|02395056|Mayview city|25|A|405119|0|0.156|0.|39.052766|-93.833297
MO|2947036|1600000US2947036|02395078|Meadville city|25|A|1397535|1420|0.54|0.001|39.787177|-93.298072
MO|2947144|1600000US2947144|02806391|Medill CDP|57|S|2005304|14663|0.774|0.006|40.430451|-91.770387
MO|2947180|1600000US2947180|02393123|Mehlville CDP|57|S|19365092|399219|7.477|0.154|38.502315|-90.31445
MO|2947270|1600000US2947270|02395092|Memphis city|25|A|4035764|15560|1.558|0.006|40.460798|-92.169929
MO|2947288|1600000US2947288|02395094|Mendon city|25|A|464807|0|0.179|0.|39.590583|-93.133926
MO|2947486|1600000US2947486|02396751|Mercer town|43|A|951895|0|0.368|0.|40.510635|-93.529909
MO|2947520|1600000US2947520|02399318|Merriam Woods city|25|A|3923581|0|1.515|0.|36.721515|-93.172877
MO|2947540|1600000US2947540|02399322|Merwin village|47|A|380685|0|0.147|0.|38.404093|-94.590797
MO|2947594|1600000US2947594|02395105|Meta city|25|A|908797|0|0.351|0.|38.312282|-92.165752
MO|2947612|1600000US2947612|02396755|Metz town|43|A|328628|1636|0.127|0.001|37.99678|-94.442531
MO|2947648|1600000US2947648|02395107|Mexico city|25|A|31522570|953557|12.171|0.368|39.162169|-91.87277
MO|2947684|1600000US2947684|02395108|Miami city|25|A|1446987|185896|0.559|0.072|39.322473|-93.225907
MO|2947846|1600000US2947846|02806416|Middle Grove CDP|57|S|1442732|700|0.557|0.|39.397321|-92.275664
MO|2947900|1600000US2947900|02396760|Middletown town|43|A|832667|0|0.321|0.|39.128655|-91.413846
MO|2948062|1600000US2948062|02395320|Milan city|25|A|4593250|24452|1.773|0.009|40.203239|-93.124004
MO|2948098|1600000US2948098|02399345|Milford village|47|A|108211|0|0.042|0.|37.586264|-94.158167
MO|2948134|1600000US2948134|02399350|Millard village|47|A|311909|0|0.12|0.|40.10749|-92.545962
MO|2948242|1600000US2948242|02395327|Miller city|25|A|1985421|2944|0.767|0.001|37.215137|-93.840972
MO|2948350|1600000US2948350|02806387|Millersville CDP|57|S|2934299|0|1.133|0.|37.429424|-89.790699
MO|2948386|1600000US2948386|02399349|Mill Spring village|47|A|1139613|0|0.44|0.|37.065084|-90.677861
MO|2948476|1600000US2948476|02399365|Milo village|47|A|197641|0|0.076|0.|37.755412|-94.305146
MO|2948566|1600000US2948566|02395342|Mindenmines city|25|A|9446321|377213|3.647|0.146|37.478609|-94.579043
MO|2948602|1600000US2948602|02587090|Mine La Motte CDP|57|S|8471941|254843|3.271|0.098|37.614161|-90.296494
MO|2948656|1600000US2948656|02395343|Miner city|25|A|11937442|2619|4.609|0.001|36.906857|-89.535886
MO|2948710|1600000US2948710|02396768|Mineral Point town|43|A|620686|0|0.24|0.|37.945577|-90.724632
MO|2948880|1600000US2948880|02399378|Miramiguoa Park village|47|A|1002092|0|0.387|0.|38.239002|-91.068689
MO|2948980|1600000US2948980|02395355|Missouri City city|25|A|2839886|0|1.096|0.|39.238254|-94.302692
MO|2949034|1600000US2949034|02395362|Moberly city|25|A|34128656|107564|13.177|0.042|39.418112|-92.436544
MO|2949070|1600000US2949070|02395364|Mokane city|25|A|759117|0|0.293|0.|38.67444|-91.872445
MO|2949088|1600000US2949088|02395367|Moline Acres city|25|A|1483555|0|0.573|0.|38.745612|-90.243
MO|2949196|1600000US2949196|02395370|Monett city|25|A|22758219|60144|8.787|0.023|36.92147|-93.927108
MO|2949394|1600000US2949394|02395376|Monroe City city|25|A|7847795|78801|3.03|0.03|39.65439|-91.732494
MO|2949574|1600000US2949574|02395382|Montgomery City city|25|A|8854612|74747|3.419|0.029|38.973892|-91.502572
MO|2949592|1600000US2949592|02399389|Monticello village|47|A|675848|0|0.261|0.|40.118961|-91.713054
MO|2949610|1600000US2949610|02587092|Montier CDP|57|S|2562803|0|0.99|0.|36.981727|-91.574954
MO|2949646|1600000US2949646|02587093|Montreal CDP|57|S|3523000|0|1.36|0.|37.969698|-92.589534
MO|2949664|1600000US2949664|02395391|Montrose city|25|A|1476591|7916|0.57|0.003|38.258645|-93.982434
MO|2949790|1600000US2949790|02399393|Mooresville village|47|A|464364|0|0.179|0.|39.74666|-93.720906
MO|2949898|1600000US2949898|02395399|Morehouse city|25|A|2081244|0|0.804|0.|36.84637|-89.69095
MO|2949988|1600000US2949988|02395404|Morley city|25|A|2075861|0|0.801|0.|37.043325|-89.612232
MO|2950060|1600000US2950060|02395411|Morrison city|25|A|1173874|1473|0.453|0.001|38.67005|-91.632484
MO|2950078|1600000US2950078|02396784|Morrisville town|43|A|1713884|3842|0.662|0.001|37.478637|-93.433979
MO|2950168|1600000US2950168|02395415|Mosby city|25|A|4804031|19388|1.855|0.007|39.31562|-94.307145
MO|2950204|1600000US2950204|02395417|Moscow Mills city|25|A|8189636|16753|3.162|0.006|38.943519|-90.924705
MO|2950312|1600000US2950312|02395113|Mound City city|25|A|3226064|0|1.246|0.|40.136503|-95.233739
MO|2950330|1600000US2950330|02396785|Moundville town|43|A|419763|0|0.162|0.|37.764683|-94.450947
MO|2950402|1600000US2950402|02395132|Mountain Grove city|25|A|10398332|80485|4.015|0.031|37.134222|-92.266291
MO|2950438|1600000US2950438|02395135|Mountain View city|25|A|9797530|0|3.783|0.|36.993719|-91.701863
MO|2950510|1600000US2950510|02396790|Mount Leonard town|43|A|268784|0|0.104|0.|39.125446|-93.394515
MO|2950528|1600000US2950528|02396791|Mount Moriah town|43|A|2642200|0|1.02|0.|40.329255|-93.797065
MO|2950672|1600000US2950672|02395131|Mount Vernon city|25|A|10711300|0|4.136|0.|37.104812|-93.818669
MO|2950834|1600000US2950834|02393142|Murphy CDP|57|S|10006111|97881|3.863|0.038|38.492069|-90.485917
MO|2951140|1600000US2951140|02395149|Napoleon city|25|A|4526665|5177|1.748|0.002|39.128446|-94.08882
MO|2951302|1600000US2951302|02395161|Naylor city|25|A|1433714|0|0.554|0.|36.574469|-90.605575
MO|2951356|1600000US2951356|02395163|Neck City city|25|A|1016654|0|0.393|0.|37.254904|-94.444881
MO|2951446|1600000US2951446|02395164|Neelyville city|25|A|2977621|0|1.15|0.|36.556292|-90.513676
MO|2951500|1600000US2951500|02395166|Nelson city|25|A|860723|0|0.332|0.|38.994503|-93.030816
MO|2951572|1600000US2951572|02395172|Neosho city|25|A|40359850|74264|15.583|0.029|36.845458|-94.376438
MO|2951644|1600000US2951644|02395179|Nevada city|25|A|23508369|200278|9.077|0.077|37.844908|-94.350321
MO|2951662|1600000US2951662|02399489|Newark village|47|A|835908|949|0.323|0.|39.994402|-91.973588
MO|2951680|1600000US2951680|02395185|New Bloomfield city|25|A|4101378|72862|1.584|0.028|38.717172|-92.091658
MO|2951716|1600000US2951716|02395222|Newburg city|25|A|1673261|19323|0.646|0.007|37.915584|-91.900374
MO|2951734|1600000US2951734|02395188|New Cambria city|25|A|1741412|8016|0.672|0.003|39.776679|-92.751273
MO|2951770|1600000US2951770|02395192|New Florence city|25|A|7789283|55638|3.007|0.021|38.908466|-91.454789
MO|2951824|1600000US2951824|02395194|New Franklin city|25|A|3430521|33346|1.325|0.013|39.014819|-92.744841
MO|2951842|1600000US2951842|02806428|New Hamburg CDP|57|S|2299592|33808|0.888|0.013|37.131975|-89.598308
MO|2951860|1600000US2951860|02395197|New Hampton city|25|A|1421117|3497|0.549|0.001|40.264766|-94.195089
MO|2951914|1600000US2951914|02395200|New Haven city|25|A|8237767|0|3.181|0.|38.604249|-91.218083
MO|2952058|1600000US2952058|02395205|New London city|25|A|1798107|8931|0.694|0.003|39.584202|-91.398899
MO|2952076|1600000US2952076|02395206|New Madrid city|25|A|11658410|94731|4.501|0.037|36.586507|-89.551201
MO|2952130|1600000US2952130|02806420|New Market CDP|57|S|495472|0|0.191|0.|39.501843|-94.799424
MO|2952148|1600000US2952148|02395209|New Melle city|25|A|4633945|104637|1.789|0.04|38.723168|-90.893788
MO|2952292|1600000US2952292|02396814|Newtonia town|43|A|845621|0|0.326|0.|36.879345|-94.183683
MO|2952328|1600000US2952328|02396816|Newtown town|43|A|654176|5980|0.253|0.002|40.374632|-93.332481
MO|2952364|1600000US2952364|02806388|New Wells CDP|57|S|1508737|0|0.583|0.|37.553987|-89.624497
MO|2952418|1600000US2952418|02395231|Niangua city|25|A|1061829|105|0.41|0.|37.388909|-92.830136
MO|2952616|1600000US2952616|02395239|Nixa city|25|A|24365212|9433|9.407|0.004|37.045093|-93.295914
MO|2952742|1600000US2952742|02395242|Noel city|25|A|5245440|196296|2.025|0.076|36.541176|-94.489462
MO|2952760|1600000US2952760|02395245|Norborne city|25|A|1676748|0|0.647|0.|39.302423|-93.675967
MO|2952796|1600000US2952796|02395249|Normandy city|25|A|4882860|0|1.885|0.|38.707001|-90.300827
MO|2953102|1600000US2953102|02395255|North Kansas City city|25|A|11324773|614036|4.373|0.237|39.139558|-94.56475
MO|2953138|1600000US2953138|02399518|North Lilbourn village|47|A|446647|0|0.172|0.|36.601814|-89.621989
MO|2953174|1600000US2953174|02395267|Northmoor city|25|A|611976|0|0.236|0.|39.184467|-94.605484
MO|2953408|1600000US2953408|02395271|Northwoods city|25|A|1809075|0|0.698|0.|38.703538|-90.282378
MO|2953454|1600000US2953454|02395276|Norwood city|25|A|4147172|0|1.601|0.|37.107192|-92.418931
MO|2953462|1600000US2953462|02396825|Norwood Court town|43|A|316896|0|0.122|0.|38.714112|-90.289488
MO|2953516|1600000US2953516|02399531|Novelty village|47|A|725493|0|0.28|0.|40.012462|-92.20716
MO|2953534|1600000US2953534|02395279|Novinger city|25|A|2038250|37117|0.787|0.014|40.234435|-92.706968
MO|2953624|1600000US2953624|02395283|Oak Grove city|25|A|16603393|51241|6.411|0.02|39.007033|-94.128441
MO|2953650|1600000US2953650|02399535|Oak Grove Village village|47|A|1634811|0|0.631|0.|38.227632|-91.149599
MO|2953750|1600000US2953750|02395290|Oakland city|25|A|1561091|0|0.603|0.|38.576835|-90.384921
MO|2953786|1600000US2953786|02396826|Oak Ridge town|43|A|1531334|0|0.591|0.|37.498739|-89.729875
MO|2953804|1600000US2953804|02399544|Oaks village|47|A|234694|0|0.091|0.|39.197007|-94.571971
MO|2953858|1600000US2953858|02399545|Oakview village|47|A|452515|0|0.175|0.|39.208549|-94.57041
MO|2953876|1600000US2953876|02393166|Oakville CDP|57|S|41165506|4786692|15.894|1.848|38.449754|-90.318436
MO|2953894|1600000US2953894|02399548|Oakwood village|47|A|511316|0|0.197|0.|39.20049|-94.570504
MO|2953948|1600000US2953948|02399550|Oakwood Park village|47|A|173824|0|0.067|0.|39.204717|-94.573835
MO|2954038|1600000US2954038|02395299|Odessa city|25|A|10616537|84391|4.099|0.033|38.999397|-93.966404
MO|2954074|1600000US2954074|02395303|O'Fallon city|25|A|80261864|11608|30.989|0.004|38.778825|-90.72178
MO|2954200|1600000US2954200|02396830|Old Appleton town|43|A|312653|0|0.121|0.|37.593907|-89.710705
MO|2954352|1600000US2954352|02583784|Old Jamestown CDP|57|S|38710311|22627|14.946|0.009|38.834931|-90.285107
MO|2954416|1600000US2954416|02396052|Old Monroe city|25|A|937413|17214|0.362|0.007|38.934162|-90.749088
MO|2954560|1600000US2954560|02396832|Olean town|43|A|509078|0|0.197|0.|38.410196|-92.529917
MO|2954650|1600000US2954650|02396056|Olivette city|25|A|7175606|0|2.771|0.|38.672373|-90.378582
MO|2954686|1600000US2954686|02396063|Olympian Village city|25|A|1472050|0|0.568|0.|38.134797|-90.459295
MO|2954758|1600000US2954758|02396071|Oran city|25|A|2726456|0|1.053|0.|37.085484|-89.653372
MO|2954848|1600000US2954848|02396076|Oregon city|25|A|2402750|0|0.928|0.|39.986092|-95.143302
MO|2954920|1600000US2954920|02396083|Oronogo city|25|A|6438165|73059|2.486|0.028|37.191743|-94.463867
MO|2954938|1600000US2954938|02396085|Orrick city|25|A|3711616|0|1.433|0.|39.213715|-94.126206
MO|2955244|1600000US2955244|02396089|Osage Beach city|25|A|25481017|1481042|9.838|0.572|38.136219|-92.64703
MO|2955352|1600000US2955352|02396091|Osborn city|25|A|1475129|375|0.57|0.|39.749851|-94.356902
MO|2955388|1600000US2955388|02396092|Osceola city|25|A|2793445|64926|1.079|0.025|38.045962|-93.694081
MO|2955424|1600000US2955424|02399591|Osgood village|47|A|471264|2336|0.182|0.001|40.197328|-93.350531
MO|2955478|1600000US2955478|02396108|Otterville city|25|A|1267183|0|0.489|0.|38.702925|-93.002769
MO|2955550|1600000US2955550|02396112|Overland city|25|A|11367731|42662|4.389|0.016|38.695945|-90.368346
MO|2955640|1600000US2955640|02396115|Owensville city|25|A|6725559|6542|2.597|0.003|38.348438|-91.497361
MO|2955694|1600000US2955694|02587099|Oxly CDP|57|S|6834253|0|2.639|0.|36.602532|-90.678992
MO|2955766|1600000US2955766|02396121|Ozark city|25|A|31462504|176698|12.148|0.068|37.0336|-93.218044
MO|2955892|1600000US2955892|02587100|Ozora CDP|57|S|15878043|76488|6.131|0.03|37.8627|-90.050476
MO|2955910|1600000US2955910|02396123|Pacific city|25|A|17820934|72252|6.881|0.028|38.479724|-90.749453
MO|2955964|1600000US2955964|02396126|Pagedale city|25|A|3141101|0|1.213|0.|38.68018|-90.308106
MO|2956036|1600000US2956036|02396131|Palmyra city|25|A|7975059|0|3.079|0.|39.79791|-91.526558
MO|2956126|1600000US2956126|02806392|Paradise CDP|57|S|1032783|0|0.399|0.|39.42886|-94.512796
MO|2956144|1600000US2956144|02396142|Paris city|25|A|3272418|20598|1.263|0.008|39.473001|-92.008452
