USPS|GEOID|GEOIDFQ|ANSICODE|NAME|LSAD|FUNCSTAT|ALAND|AWATER|ALAND_SQMI|AWATER_SQMI|INTPTLAT|INTPTLONG
MO|2918496|1600000US2918496|02587063|Dawn CDP|57|S|3388666|0|1.308|0.|39.671302|-93.634117
MO|2918658|1600000US2918658|02394478|Dearborn city|25|A|2118569|46042|0.818|0.018|39.525142|-94.771972
MO|2918730|1600000US2918730|02394487|Deepwater city|25|A|2196992|26724|0.848|0.01|38.259188|-93.775135
MO|2918802|1600000US2918802|02398707|Deerfield village|47|A|263584|0|0.102|0.|37.838652|-94.507702
MO|2918838|1600000US2918838|02804678|Deering CDP|57|S|765081|6636|0.295|0.003|36.191637|-89.884209
MO|2918910|1600000US2918910|02585490|Defiance CDP|57|S|2624207|0|1.013|0.|38.632751|-90.784621
MO|2918946|1600000US2918946|02396682|De Kalb town|43|A|660596|0|0.255|0.|39.588255|-94.923582
MO|2919018|1600000US2919018|02394504|Dellwood city|25|A|2684678|0|1.037|0.|38.756329|-90.276633
MO|2919072|1600000US2919072|02394512|Delta city|25|A|1020328|0|0.394|0.|37.197458|-89.73916
MO|2919090|1600000US2919090|02398711|Dennis Acres village|47|A|109898|0|0.042|0.|37.046471|-94.50442
MO|2919144|1600000US2919144|02804679|Denton CDP|57|S|978405|0|0.378|0.|36.090523|-89.891485
MO|2919162|1600000US2919162|02398714|Denver village|47|A|991378|0|0.383|0.|40.398948|-94.323297
MO|2919198|1600000US2919198|02398715|Des Arc village|47|A|550224|1525|0.212|0.001|37.283155|-90.636068
MO|2919216|1600000US2919216|02394526|Desloge city|25|A|7557738|0|2.918|0.|37.875128|-90.519133
MO|2919252|1600000US2919252|02394475|De Soto city|25|A|11654100|0|4.5|0.|38.14088|-90.561206
MO|2919270|1600000US2919270|02394523|Des Peres city|25|A|11187387|13722|4.319|0.005|38.598414|-90.445274
MO|2919378|1600000US2919378|02394477|De Witt city|25|A|624597|0|0.241|0.|39.38488|-93.219913
MO|2919396|1600000US2919396|02394530|Dexter city|25|A|18668795|340928|7.208|0.132|36.792821|-89.962969
MO|2919432|1600000US2919432|02396686|Diamond town|43|A|2024338|2057|0.782|0.001|36.997069|-94.315376
MO|2919486|1600000US2919486|02398722|Diehlstadt village|47|A|192246|0|0.074|0.|36.959302|-89.432344
MO|2919504|1600000US2919504|02398724|Diggins village|47|A|2528623|3576|0.976|0.001|37.173697|-92.851478
MO|2919630|1600000US2919630|02394539|Dixon city|25|A|2705155|2588|1.044|0.001|37.995277|-92.095877
MO|2919684|1600000US2919684|02587064|Doe Run CDP|57|S|6242468|16060|2.41|0.006|37.745524|-90.49992
MO|2919792|1600000US2919792|02394544|Doniphan city|25|A|3565100|0|1.376|0.|36.623355|-90.82186
MO|2919828|1600000US2919828|02394547|Doolittle city|25|A|7211249|1589|2.784|0.001|37.941681|-91.89103
MO|2919918|1600000US2919918|02396688|Dover town|43|A|520247|0|0.201|0.|39.194106|-93.689524
MO|2919990|1600000US2919990|02394558|Downing city|25|A|1707152|13070|0.659|0.005|40.486772|-92.368616
MO|2920134|1600000US2920134|02394563|Drexel city|25|A|7062176|89826|2.727|0.035|38.500914|-94.603827
MO|2920296|1600000US2920296|02394566|Dudley city|25|A|1008038|0|0.389|0.|36.789745|-90.091603
MO|2920314|1600000US2920314|02394567|Duenweg city|25|A|8597312|70799|3.319|0.027|37.089179|-94.409261
MO|2920512|1600000US2920512|02398761|Duquesne village|47|A|5038312|0|1.945|0.|37.070881|-94.456793
MO|2920566|1600000US2920566|02791524|Dutchtown CDP|57|S|4608299|0|1.779|0.|37.259804|-89.64651
MO|2920656|1600000US2920656|02587065|Eagle Rock CDP|57|S|6045577|1094670|2.334|0.423|36.554058|-93.743642
MO|2920674|1600000US2920674|02396915|Eagleville town|43|A|2615861|19252|1.01|0.007|40.468725|-93.985963
MO|2920980|1600000US2920980|02394601|East Lynne city|25|A|844950|0|0.326|0.|38.668209|-94.230695
MO|2921034|1600000US2921034|02394610|Easton city|25|A|1526487|4202|0.589|0.002|39.72285|-94.640643
MO|2921052|1600000US2921052|02394606|East Prairie city|25|A|3237372|2960|1.25|0.001|36.778916|-89.384081
MO|2921214|1600000US2921214|02394617|Edgar Springs city|25|A|1213934|2096|0.469|0.001|37.702592|-91.866065
MO|2921250|1600000US2921250|02394619|Edgerton city|25|A|2921455|0|1.128|0.|39.502268|-94.629599
MO|2921322|1600000US2921322|02394622|Edina city|25|A|3382390|19991|1.306|0.008|40.168013|-92.172993
MO|2921340|1600000US2921340|02587066|Edinburg CDP|57|S|2777977|0|1.073|0.|40.081099|-93.689848
MO|2921376|1600000US2921376|02394624|Edmundson city|25|A|710385|0|0.274|0.|38.735095|-90.365738
MO|2921484|1600000US2921484|02394638|Eldon city|25|A|9104023|0|3.515|0.|38.351176|-92.576704
MO|2921502|1600000US2921502|02394631|El Dorado Springs city|25|A|7982603|36476|3.082|0.014|37.869698|-94.019954
MO|2921844|1600000US2921844|02394662|Ellington city|25|A|3786328|3019|1.462|0.001|37.236868|-90.973744
MO|2921898|1600000US2921898|02394664|Ellisville city|25|A|11306119|0|4.365|0.|38.589604|-90.58839
MO|2921916|1600000US2921916|02394665|Ellsinore city|25|A|1309595|0|0.506|0.|36.932839|-90.747672
MO|2921988|1600000US2921988|02394672|Elmer city|25|A|655915|2281|0.253|0.001|39.957904|-92.648804
MO|2922006|1600000US2922006|02398814|Elmira village|47|A|188209|0|0.073|0.|39.508635|-94.154644
MO|2922024|1600000US2922024|02394674|Elmo city|25|A|561817|0|0.217|0.|40.518741|-95.117025
MO|2922114|1600000US2922114|02394678|Elsberry city|25|A|3912731|0|1.511|0.|39.167624|-90.788189
MO|2922250|1600000US2922250|02398826|Emerald Beach village|47|A|1854631|8441|0.716|0.003|36.574195|-93.670794
MO|2922276|1600000US2922276|02394687|Eminence city|25|A|4881441|0|1.885|0.|37.150891|-91.358713
MO|2922312|1600000US2922312|02394688|Emma city|25|A|1517885|0|0.586|0.|38.975197|-93.495039
MO|2922474|1600000US2922474|02398837|Eolia village|47|A|3156426|20333|1.219|0.008|39.23789|-91.013166
MO|2922600|1600000US2922600|02394703|Essex city|25|A|748243|0|0.289|0.|36.811804|-89.862628
MO|2922672|1600000US2922672|02396929|Ethel town|43|A|597752|1167|0.231|0.|39.893781|-92.74071
MO|2922798|1600000US2922798|02790921|Eugene CDP|57|S|866349|1544|0.334|0.001|38.357113|-92.40195
MO|2922834|1600000US2922834|02394707|Eureka city|25|A|28895407|405884|11.157|0.157|38.498468|-90.64542
MO|2922951|1600000US2922951|02398845|Evergreen village|47|A|26176207|254798|10.107|0.098|37.550038|-92.595768
MO|2922996|1600000US2922996|02394715|Everton city|25|A|893705|227|0.345|0.|37.343178|-93.702709
MO|2923032|1600000US2923032|02394716|Ewing city|25|A|1616630|0|0.624|0.|40.008749|-91.714683
MO|2923050|1600000US2923050|02587067|Excello CDP|57|S|882709|2640|0.341|0.001|39.631407|-92.472206
MO|2923077|1600000US2923077|02398849|Excelsior Estates village|47|A|623253|0|0.241|0.|39.389943|-94.208213
MO|2923086|1600000US2923086|02394718|Excelsior Springs city|25|A|28082298|48712|10.843|0.019|39.339929|-94.240992
MO|2923122|1600000US2923122|02394719|Exeter city|25|A|1906285|4060|0.736|0.002|36.670711|-93.939886
MO|2923248|1600000US2923248|02587068|Fairdealing CDP|57|S|14766588|24159|5.701|0.009|36.663114|-90.604491
MO|2923266|1600000US2923266|02394731|Fairfax city|25|A|1205634|14911|0.465|0.006|40.339503|-95.392039
MO|2923338|1600000US2923338|02394723|Fair Grove city|25|A|8253744|0|3.187|0.|37.383321|-93.152154
MO|2923428|1600000US2923428|02394724|Fair Play city|25|A|1106373|6030|0.427|0.002|37.633576|-93.57718
MO|2923518|1600000US2923518|02396932|Fairview town|43|A|1221238|0|0.472|0.|36.817285|-94.086631
MO|2923662|1600000US2923662|02394741|Farber city|25|A|741438|2974|0.286|0.001|39.274235|-91.576708
MO|2923698|1600000US2923698|02398861|Farley village|47|A|2993724|0|1.156|0.|39.288289|-94.828522
MO|2923752|1600000US2923752|02394749|Farmington city|25|A|24589251|153795|9.494|0.059|37.782494|-90.427303
MO|2923824|1600000US2923824|02804680|Faucett CDP|57|S|2556105|0|0.987|0.|39.600244|-94.79747
MO|2923842|1600000US2923842|02394753|Fayette city|25|A|5743236|93341|2.217|0.036|39.147294|-92.685669
MO|2923950|1600000US2923950|02394757|Fenton city|25|A|16243020|826298|6.271|0.319|38.528547|-90.450674
MO|2923986|1600000US2923986|02394760|Ferguson city|25|A|15977740|21556|6.169|0.008|38.748829|-90.295827
MO|2924058|1600000US2924058|02398871|Ferrelview village|47|A|288040|0|0.111|0.|39.31428|-94.665286
MO|2924094|1600000US2924094|02394763|Festus city|25|A|15350542|0|5.927|0.|38.219434|-90.409753
MO|2924120|1600000US2924120|02396937|Fidelity town|43|A|2503870|0|0.967|0.|37.08172|-94.309564
MO|2924184|1600000US2924184|02394765|Fillmore city|25|A|360723|0|0.139|0.|40.025302|-94.973146
MO|2924328|1600000US2924328|02394768|Fisk city|25|A|838369|13208|0.324|0.005|36.782276|-90.207514
MO|2924562|1600000US2924562|02394769|Fleming city|25|A|1397934|0|0.54|0.|39.195519|-94.052054
MO|2924580|1600000US2924580|02398884|Flemington village|47|A|857342|0|0.331|0.|37.803875|-93.501444
MO|2924688|1600000US2924688|02394771|Flint Hill city|25|A|7369549|0|2.845|0.|38.863896|-90.868214
MO|2924706|1600000US2924706|02394774|Flordell Hills city|25|A|317440|0|0.123|0.|38.717405|-90.264834
MO|2924760|1600000US2924760|02398888|Florida village|47|I|272020|0|0.105|0.|39.493023|-91.790617
MO|2924778|1600000US2924778|02394777|Florissant city|25|A|32508838|664061|12.552|0.256|38.799725|-90.327076
MO|2924886|1600000US2924886|02394780|Foley city|25|A|507832|0|0.196|0.|39.045447|-90.740836
MO|2925012|1600000US2925012|02394786|Fordland city|25|A|2905100|1459|1.122|0.001|37.155512|-92.942579
MO|2925066|1600000US2925066|02394788|Forest City city|25|A|2534467|0|0.979|0.|39.98295|-95.18831
MO|2925120|1600000US2925120|02394791|Foristell city|25|A|15749766|260129|6.081|0.1|38.814393|-90.958962
MO|2925192|1600000US2925192|02394793|Forsyth city|25|A|8759574|63297|3.382|0.024|36.685278|-93.102651
MO|2925228|1600000US2925228|02396942|Fortescue town|43|A|199705|0|0.077|0.|40.051861|-95.317594
MO|2925264|1600000US2925264|02393002|Fort Leonard Wood CDP|57|S|59648848|106969|23.031|0.041|37.756163|-92.127752
MO|2925300|1600000US2925300|02804681|Fortuna CDP|57|S|511842|0|0.198|0.|38.567651|-92.797003
MO|2925372|1600000US2925372|02398906|Foster village|47|A|1229380|9942|0.475|0.004|38.166697|-94.50828
MO|2925411|1600000US2925411|02398909|Fountain N' Lakes village|47|A|333193|0|0.129|0.|38.968994|-90.849266
MO|2925516|1600000US2925516|02587070|Frankclay CDP|57|S|1637076|0|0.632|0.|37.862962|-90.614429
MO|2925552|1600000US2925552|02394804|Frankford city|25|A|1134853|1901|0.438|0.001|39.492399|-91.32018
MO|2925624|1600000US2925624|02394811|Franklin city|25|A|598246|6853|0.231|0.003|39.011315|-92.754878
MO|2925768|1600000US2925768|02394816|Fredericktown city|25|A|11202462|440644|4.325|0.17|37.562953|-90.303512
MO|2925822|1600000US2925822|02398924|Freeburg village|47|A|2161081|0|0.834|0.|38.316104|-91.922331
MO|2925894|1600000US2925894|02394820|Freeman city|25|A|2223903|53902|0.859|0.021|38.625289|-94.507811
MO|2925912|1600000US2925912|02398928|Freistatt village|47|A|548707|0|0.212|0.|37.021347|-93.897588
MO|2925948|1600000US2925948|02587071|Fremont CDP|57|S|511229|0|0.197|0.|36.95226|-91.162309
MO|2925957|1600000US2925957|02394825|Fremont Hills city|25|A|1444654|0|0.558|0.|37.064742|-93.253127
MO|2926000|1600000US2926000|02807611|Friedenswald village|47|A|260732|0|0.101|0.|38.072781|-92.759953
MO|2926020|1600000US2926020|02806396|Frisbee CDP|57|S|2071679|0|0.8|0.|36.351572|-90.029835
MO|2926092|1600000US2926092|02394828|Frohna city|25|A|2338059|0|0.903|0.|37.637557|-89.619791
MO|2926110|1600000US2926110|02394829|Frontenac city|25|A|7467741|0|2.883|0.|38.630067|-90.418983
MO|2926182|1600000US2926182|02394834|Fulton city|25|A|31930966|358736|12.329|0.139|38.855146|-91.950802
MO|2926218|1600000US2926218|02394838|Gainesville city|25|A|7435752|0|2.871|0.|36.60628|-92.424632
MO|2926254|1600000US2926254|02394841|Galena city|25|A|1926174|33172|0.744|0.013|36.803206|-93.469506
MO|2926308|1600000US2926308|02394844|Gallatin city|25|A|7117953|44585|2.748|0.017|39.910352|-93.964011
MO|2926362|1600000US2926362|02394846|Galt city|25|A|739812|707|0.286|0.|40.127258|-93.387917
MO|2926434|1600000US2926434|02394851|Garden City city|25|A|6403497|97299|2.472|0.038|38.562133|-94.195167
MO|2926578|1600000US2926578|02394867|Gasconade city|25|A|525638|0|0.203|0.|38.670263|-91.559935
MO|2926776|1600000US2926776|02398951|Gentry village|47|A|595563|0|0.23|0.|40.332568|-94.423258
MO|2926866|1600000US2926866|02394884|Gerald city|25|A|3769581|20825|1.455|0.008|38.399347|-91.330915
MO|2926902|1600000US2926902|02396959|Gerster town|43|A|208727|1133|0.081|0.|37.955122|-93.576778
MO|2926920|1600000US2926920|02398958|Gibbs village|47|A|641132|0|0.248|0.|40.099017|-92.41662
MO|2926974|1600000US2926974|02394892|Gideon city|25|A|4635931|25503|1.79|0.01|36.444405|-89.906009
MO|2927028|1600000US2927028|02396960|Gilliam city|25|A|643396|0|0.248|0.|39.232738|-93.004127
MO|2927064|1600000US2927064|02394901|Gilman City city|25|A|2178186|0|0.841|0.|40.131212|-93.873915
MO|2927100|1600000US2927100|02398965|Ginger Blue village|47|A|675481|0|0.261|0.|36.589913|-94.459639
MO|2927190|1600000US2927190|02394907|Gladstone city|25|A|20926426|12667|8.08|0.005|39.21298|-94.558956
MO|2927208|1600000US2927208|02394909|Glasgow city|25|A|3487477|39043|1.347|0.015|39.228504|-92.837742
MO|2927226|1600000US2927226|02393018|Glasgow Village CDP|57|S|2481443|0|0.958|0.|38.757878|-90.198437
MO|2927262|1600000US2927262|02394911|Glenaire city|25|A|703068|0|0.271|0.|39.219731|-94.451462
MO|2927280|1600000US2927280|02396961|Glen Allen town|43|A|150133|0|0.058|0.|37.317064|-90.028118
MO|2927334|1600000US2927334|02394913|Glendale city|25|A|3358446|0|1.297|0.|38.593507|-90.382573
MO|2927514|1600000US2927514|02398980|Glenwood village|47|A|1910664|7575|0.738|0.003|40.523032|-92.57588
MO|2927658|1600000US2927658|02587074|Golden CDP|57|S|13799203|1006640|5.328|0.389|36.53713|-93.660407
MO|2927676|1600000US2927676|02394923|Golden City city|25|A|2679582|4040|1.035|0.002|37.393583|-94.09505
MO|2927874|1600000US2927874|02396964|Goodman city|25|A|3436504|0|1.327|0.|36.738821|-94.409167
MO|2927924|1600000US2927924|02806424|Goose Creek Lake CDP|57|S|10249884|1219366|3.958|0.471|37.980251|-90.331743
MO|2927928|1600000US2927928|02398180|Gordonville village|47|A|2020963|3965|0.78|0.002|37.308574|-89.67391
MO|2928000|1600000US2928000|02396966|Goss town|43|I|149033|1095|0.058|0.|39.514635|-91.944747
MO|2928036|1600000US2928036|02394938|Gower city|25|A|2704711|1691|1.044|0.001|39.617044|-94.591411
MO|2928072|1600000US2928072|02396968|Graham town|43|A|688783|0|0.266|0.|40.201255|-95.040391
MO|2928090|1600000US2928090|02394945|Grain Valley city|25|A|15960108|15838|6.162|0.006|39.014988|-94.216371
MO|2928108|1600000US2928108|02394948|Granby city|25|A|11469479|13381|4.428|0.005|36.919613|-94.262938
MO|2928170|1600000US2928170|02396969|Grand Falls Plaza town|43|A|247365|789|0.096|0.|37.036161|-94.539253
MO|2928180|1600000US2928180|02394956|Grandin city|25|A|1037176|2291|0.4|0.001|36.830862|-90.82132
MO|2928198|1600000US2928198|02398186|Grand Pass village|47|A|281401|0|0.109|0.|39.204942|-93.442639
MO|2928324|1600000US2928324|02394958|Grandview city|25|A|38146070|140918|14.728|0.054|38.881359|-94.522744
MO|2928360|1600000US2928360|02398190|Granger village|47|A|411131|0|0.159|0.|40.466959|-91.973506
MO|2928594|1600000US2928594|02396971|Grant City town|43|A|3442418|0|1.329|0.|40.485778|-94.413458
MO|2928630|1600000US2928630|02396972|Grantwood Village town|43|A|2115288|28479|0.817|0.011|38.551115|-90.354031
MO|2928828|1600000US2928828|02396973|Gravois Mills town|43|A|1926347|203203|0.744|0.078|38.299525|-92.824996
MO|2928860|1600000US2928860|02587075|Grayhawk CDP|57|S|11274771|900714|4.353|0.348|37.926897|-90.241985
MO|2928864|1600000US2928864|02587076|Grayridge CDP|57|S|2637036|0|1.018|0.|36.824711|-89.781927
MO|2928882|1600000US2928882|02806393|Grayson CDP|57|S|1086386|0|0.419|0.|39.534305|-94.561777
MO|2928918|1600000US2928918|02393025|Gray Summit CDP|57|S|19931979|52833|7.696|0.02|38.499592|-90.827124
MO|2929116|1600000US2929116|02394981|Green Castle city|25|A|1157526|7885|0.447|0.003|40.258618|-92.875864
MO|2929134|1600000US2929134|02394975|Green City city|25|A|3706239|78390|1.431|0.03|40.264833|-92.961534
MO|2929152|1600000US2929152|02394983|Greendale city|25|A|498455|0|0.192|0.|38.693835|-90.312512
MO|2929206|1600000US2929206|02394990|Greenfield city|25|A|2948970|3211|1.139|0.001|37.416084|-93.842883
MO|2929324|1600000US2929324|02394977|Green Park city|25|A|3390120|19142|1.309|0.007|38.523238|-90.337759
MO|2929332|1600000US2929332|02394978|Green Ridge city|25|A|1111246|16173|0.429|0.006|38.62125|-93.409858
MO|2929422|1600000US2929422|02394993|Greentop city|25|A|2116032|2074|0.817|0.001|40.350615|-92.566118
MO|2929476|1600000US2929476|02394997|Greenville city|25|A|1747671|289|0.675|0.|37.127933|-90.447878
MO|2929494|1600000US2929494|02394246|Greenwood city|25|A|13513295|30695|5.218|0.012|38.84206|-94.333545
MO|2929656|1600000US2929656|02804683|Grovespring CDP|57|S|3093085|1650|1.194|0.001|37.40393|-92.606814
MO|2929692|1600000US2929692|02396980|Guilford town|43|A|186358|0|0.072|0.|40.168573|-94.735985
MO|2929764|1600000US2929764|02398217|Gunn City village|47|A|208914|0|0.081|0.|38.665983|-94.163994
MO|2929908|1600000US2929908|02394268|Hale city|25|A|1422364|0|0.549|0.|39.605085|-93.343305
MO|2929962|1600000US2929962|02398223|Halfway village|47|A|5209353|974|2.011|0.|37.618802|-93.240519
MO|2929998|1600000US2929998|02394270|Hallsville city|25|A|4147811|0|1.601|0.|39.119432|-92.226759
MO|2930016|1600000US2930016|02398225|Halltown village|47|A|545048|991|0.21|0.|37.19451|-93.629094
MO|2930034|1600000US2930034|02394277|Hamilton city|25|A|3803559|20636|1.469|0.008|39.743535|-94.0024
MO|2930196|1600000US2930196|02398239|Hanley Hills village|47|A|918438|0|0.355|0.|38.685593|-90.324877
MO|2930214|1600000US2930214|02394287|Hannibal city|25|A|41467239|1189046|16.011|0.459|39.710208|-91.394044
MO|2930322|1600000US2930322|02394294|Hardin city|25|A|1665197|0|0.643|0.|39.267584|-93.831336
MO|2930466|1600000US2930466|02396987|Harris town|43|A|398737|0|0.154|0.|40.306148|-93.350379
MO|2930484|1600000US2930484|02396988|Harrisburg town|43|A|2062665|16584|0.796|0.006|39.140237|-92.459559
MO|2930610|1600000US2930610|02394306|Harrisonville city|25|A|28993365|343056|11.194|0.132|38.650159|-94.350483
MO|2930718|1600000US2930718|02396989|Hartsburg town|43|A|563361|0|0.218|0.|38.697218|-92.306981
MO|2930754|1600000US2930754|02394313|Hartville city|25|A|1687978|27727|0.652|0.011|37.250321|-92.513336
MO|2930772|1600000US2930772|02587077|Hartwell CDP|57|S|1229967|2945|0.475|0.001|38.431481|-93.933918
MO|2930844|1600000US2930844|02587078|Harviell CDP|57|S|4566800|35931|1.763|0.014|36.656408|-90.478938
MO|2930862|1600000US2930862|02398263|Harwood village|47|A|270866|0|0.105|0.|37.956675|-94.153943
MO|2931024|1600000US2931024|02394330|Hawk Point city|25|A|1075011|1767|0.415|0.001|38.971296|-91.130561
MO|2931132|1600000US2931132|02394336|Hayti city|25|A|5946680|28667|2.296|0.011|36.232528|-89.747362
MO|2931168|1600000US2931168|02394337|Hayti Heights city|25|A|2539783|0|0.981|0.|36.231165|-89.768199
MO|2931186|1600000US2931186|02587079|Hayward CDP|57|S|655157|0|0.253|0.|36.395974|-89.666796
MO|2931204|1600000US2931204|02398271|Haywood City village|47|A|1107426|0|0.428|0.|37.011679|-89.600283
MO|2931276|1600000US2931276|02394341|Hazelwood city|25|A|41538987|1531486|16.038|0.591|38.794706|-90.396002
MO|2931654|1600000US2931654|02394353|Henrietta city|25|A|1544742|0|0.596|0.|39.23703|-93.938395
MO|2931708|1600000US2931708|02394358|Herculaneum city|25|A|10799047|68583|4.17|0.026|38.257558|-90.39313
MO|2931762|1600000US2931762|02394360|Hermann city|25|A|6610281|467105|2.552|0.18|38.697652|-91.434865
MO|2931780|1600000US2931780|02394362|Hermitage city|25|A|3357982|59537|1.297|0.023|37.945134|-93.328956
MO|2931924|1600000US2931924|02394372|Higbee city|25|A|1026200|149|0.396|0.|39.306337|-92.513176
MO|2931960|1600000US2931960|02394373|Higginsville city|25|A|9758934|76216|3.768|0.029|39.065719|-93.726814
MO|2931996|1600000US2931996|02394374|High Hill city|25|A|1190249|1175|0.46|0.|38.876309|-91.380665
MO|2932068|1600000US2932068|02394378|Highlandville city|25|A|12746820|15221|4.922|0.006|36.93948|-93.282567
MO|2932140|1600000US2932140|02393049|High Ridge CDP|57|S|9766682|0|3.771|0.|38.460842|-90.533842
MO|2932248|1600000US2932248|02394388|Hillsboro city|25|A|9956431|0|3.844|0.|38.232898|-90.567197
MO|2932266|1600000US2932266|02398509|Hillsdale village|47|A|887064|0|0.342|0.|38.685777|-90.286919
MO|2932410|1600000US2932410|02398516|Hoberg village|47|I|139957|0|0.054|0.|37.068197|-93.849257
MO|2932536|1600000US2932536|02394396|Holcomb city|25|A|1509844|0|0.583|0.|36.401341|-90.024838
MO|2932572|1600000US2932572|02394398|Holden city|25|A|6244031|15317|2.411|0.006|38.713456|-93.989412
MO|2932590|1600000US2932590|02396997|Holland town|43|A|431975|0|0.167|0.|36.057046|-89.870531
MO|2932626|1600000US2932626|02398526|Holliday village|47|A|676452|892|0.261|0.|39.491927|-92.134341
MO|2932662|1600000US2932662|02394404|Hollister city|25|A|16500671|84612|6.371|0.033|36.607215|-93.232005
MO|2932698|1600000US2932698|02806397|Hollywood CDP|57|S|991571|0|0.383|0.|36.051483|-90.186036
MO|2932752|1600000US2932752|02394408|Holt city|25|A|1345224|0|0.519|0.|39.454209|-94.338511
MO|2932770|1600000US2932770|02394409|Holts Summit city|25|A|9596294|262551|3.705|0.101|38.647266|-92.113009
MO|2932806|1600000US2932806|02398536|Homestead village|47|A|410845|0|0.159|0.|39.363223|-94.200536
MO|2932824|1600000US2932824|02394412|Homestown city|25|A|319737|0|0.123|0.|36.331823|-89.824233
MO|2933004|1600000US2933004|02394418|Hopkins city|25|A|1877498|0|0.725|0.|40.551183|-94.816961
MO|2933040|1600000US2933040|02393054|Horine CDP|57|S|1816382|17379|0.701|0.007|38.268508|-90.432211
MO|2933076|1600000US2933076|02394421|Hornersville city|25|A|2021493|6862|0.781|0.003|36.040224|-90.116377
MO|2933238|1600000US2933238|02394426|Houston city|25|A|9434570|8278|3.643|0.003|37.320948|-91.961155
MO|2933256|1600000US2933256|02394428|Houstonia city|25|A|512175|0|0.198|0.|38.899357|-93.359417
MO|2933292|1600000US2933292|02394427|Houston Lake city|25|A|310528|53280|0.12|0.021|39.190127|-94.620165
MO|2933364|1600000US2933364|02394431|Howardville city|25|A|591363|0|0.228|0.|36.56845|-89.597123
MO|2933652|1600000US2933652|02398557|Hughesville village|47|A|299712|0|0.116|0.|38.83689|-93.29517
MO|2933706|1600000US2933706|02394443|Humansville city|25|A|3233078|32195|1.248|0.012|37.795122|-93.577034
MO|2933724|1600000US2933724|02397002|Hume town|43|A|1713955|46771|0.662|0.018|38.090412|-94.583214
MO|2933742|1600000US2933742|02398561|Humphreys village|47|A|645792|6255|0.249|0.002|40.123309|-93.321709
MO|2933760|1600000US2933760|02394448|Hunnewell city|25|A|1596417|0|0.616|0.|39.667961|-91.858884
MO|2933778|1600000US2933778|02587080|Hunter CDP|57|S|9417272|1231|3.636|0.|36.881939|-90.847862
MO|2933850|1600000US2933850|02394453|Huntleigh city|25|A|2565492|0|0.991|0.|38.613081|-90.409074
MO|2933868|1600000US2933868|02397004|Huntsdale town|43|A|773447|0|0.299|0.|38.911978|-92.478607
MO|2933886|1600000US2933886|02394454|Huntsville city|25|A|6000991|0|2.317|0.|39.436427|-92.543825
MO|2933904|1600000US2933904|02394455|Hurdland city|25|A|861983|2626|0.333|0.001|40.148386|-92.302632
MO|2933922|1600000US2933922|02394456|Hurley city|25|A|1106970|0|0.427|0.|36.930598|-93.499156
MO|2934192|1600000US2934192|02806381|Iantha CDP|57|S|695917|0|0.269|0.|37.514919|-94.399336
MO|2934210|1600000US2934210|02398567|Iatan village|47|A|564386|0|0.218|0.|39.479049|-94.984734
MO|2934228|1600000US2934228|02394462|Iberia city|25|A|2280563|0|0.881|0.|38.08888|-92.296065
MO|2934354|1600000US2934354|02393061|Imperial CDP|57|S|13580310|2047427|5.243|0.791|38.35246|-90.382273
MO|2935000|1600000US2935000|02395422|Independence city|25|A|201966305|1127885|77.98|0.435|39.085469|-94.352082
MO|2935180|1600000US2935180|02804684|Indian Lake CDP|57|S|3719071|1236055|1.436|0.477|38.102648|-91.453418
MO|2935186|1600000US2935186|02398572|Indian Point village|47|A|7247465|2859124|2.798|1.104|36.646635|-93.346075
MO|2935240|1600000US2935240|02398577|Innsbrook village|47|A|25950378|2875316|10.019|1.11|38.761578|-91.054388
MO|2935306|1600000US2935306|02397008|Ionia town|43|A|383424|0|0.148|0.|38.503722|-93.323534
MO|2935324|1600000US2935324|02398273|Irena village|47|A|2282075|0|0.881|0.|40.540255|-94.389875
MO|2935396|1600000US2935396|02395437|Irondale city|25|A|1379334|23014|0.533|0.009|37.837352|-90.670146
MO|2935450|1600000US2935450|02395436|Iron Mountain Lake city|25|A|5081888|322199|1.962|0.124|37.690865|-90.621708
MO|2935468|1600000US2935468|02395440|Ironton city|25|A|3478463|121447|1.343|0.047|37.595839|-90.629752
MO|2935486|1600000US2935486|02587082|Irwin CDP|57|S|769471|15657|0.297|0.006|37.588674|-94.286559
MO|2935648|1600000US2935648|02395449|Jackson city|25|A|27986058|36794|10.805|0.014|37.379922|-89.654073
MO|2936224|1600000US2936224|02398289|Jacksonville village|47|A|285344|0|0.11|0.|39.587791|-92.472852
MO|2936314|1600000US2936314|02397009|Jameson town|43|A|580429|0|0.224|0.|40.005852|-93.987789
MO|2936332|1600000US2936332|02395453|Jamesport city|25|A|1454245|1251|0.561|0.|39.974637|-93.802585
MO|2936368|1600000US2936368|02397011|Jamestown town|43|A|2588603|17058|0.999|0.007|38.769237|-92.483904
MO|2936422|1600000US2936422|02741106|Jane town|43|A|7704728|0|2.975|0.|36.540313|-94.307774
MO|2936512|1600000US2936512|02395460|Jasper city|25|A|2869979|53881|1.108|0.021|37.335665|-94.302795
MO|2937000|1600000US2937000|02395462|Jefferson City city|25|A|93400798|4133437|36.062|1.596|38.567461|-92.175254
MO|2937178|1600000US2937178|02395465|Jennings city|25|A|9668832|0|3.733|0.|38.723078|-90.264373
MO|2937214|1600000US2937214|02398297|Jerico Springs village|47|A|1772215|599|0.684|0.|37.61903|-94.015167
